level_xvaluesCh2,level_yvaluesCh2
19.48051948051948,-70.85553418822236
24.35064935064935,-65.08323018621742
29.22077922077922,-60.67799351979255
31.68294282751074,-59.04271751121214
32.126285392076205,-58.83171082826599
32.57583169316405,-58.54371882476876
33.031668540275355,-58.17897371139626
33.49388395764517,-57.772842134436885
33.96256720124042,-57.360574712545365
34.437808775995606,-56.97149866253617
34.91970045328979,-56.64084580775371
35.40833528866804,-56.3954345888907
35.903807639810914,-56.227596481722045
36.40621318475535,-56.09578814309038
36.91564894037056,-55.94261330457007
37.43221328109244,-55.71024378870792
37.95600595792014,-55.36394517997333
38.487128117678445,-54.92837940033613
39.02568232254969,-54.48983918695337
39.571772569879016,-54.133874187153275
40.125504312256744,-53.88634268329486
40.68698447788176,-53.717081286542424
41.25632149120984,-53.57449538822278
41.83362529389095,-53.406440868369856
42.41900736599947,-53.167087364670955
43.01258074756155,-52.83476557021034
43.61446006038362,-52.44671495711611
44.224761530186434,-52.08880033403426
44.84360300904881,-51.814036134119725
45.471103998165404,-51.60747587993477
46.10738567092293,-51.42394126533364
46.752570896299346,-51.22146565811693
47.40678426259044,-50.97502494733272
48.07015210146836,-50.68610412876813
48.7428025123769,-50.383289484333396
49.424865387268085,-50.100506722788
50.11647243568493,-49.84947261681973
50.81775721019515,-49.616965022261745
51.528855132180794,-49.384376554896654
52.24990351798878,-49.14609998845243
52.981041605447274,-48.907958265613324
53.72241058075323,-48.668838610527
54.47415360573603,-48.41865375301221
55.236415845502776,-48.156160112674606
56.00934449647031,-47.89334916082487
56.79308881478957,-47.647763132298245
57.58780014516763,-47.429932246401854
58.39363195009305,-47.225960507337305
59.21073983947026,-47.0029568497673
60.0392816006685,-46.744410961139444
60.87941722899138,-46.47320172158525
61.73130895857263,-46.2281246891424
62.595121293704345,-46.02111908846572
63.47102104060351,-45.825530960667976
64.35917733962305,-45.60416677120712
65.25976169791366,-45.34982486265262
66.17294802254261,-45.09597321469658
67.09891265407607,-44.873471840998434
68.03783440063118,-44.673627934438954
68.98989457240486,-44.46589605042408
69.95527701668566,-44.235119477496205
70.93416815335542,-43.99700770204637
71.92675701088791,-43.77383787691529
72.93323526285114,-43.56541229841594
73.95379726492035,-43.3569653517993
74.98864009240907,-43.14087073348913
76.0379635783252,-42.92080522551434
77.10197035195984,-42.70301518752489
78.1808658780158,-42.49088095343496
79.27485849628393,-42.284779629392155
80.38415946187445,-42.07991509581336
81.50898298601129,-41.86878770957951
82.6495462773973,-41.65420564943113
83.80606958415832,-41.44781403729797
84.97877623637405,-41.25042183877386
86.16789268920418,-41.048851411419456
87.37364856661787,-40.83922787313657
88.59627670573539,-40.63463847459048
89.83601320178985,-40.44006472129676
91.09309745371846,-40.24390563159518
92.36777221039151,-40.04132855396936
93.6602836174883,-39.84209207130433
94.97088126502913,-39.64971164460225
96.29981823557216,-39.45679539446571
97.64735115308497,-39.26115898604655
99.01374023249974,-39.06770129743204
100.39924932996206,-38.877893180675294
101.80414599378278,-38.688973569648375
103.22870151610282,-38.499178145516744
104.67319098528095,-38.31028161839082
106.13789333901464,-38.124710970712854
107.62309141820428,-37.94017196509183
109.12907202157108,-37.75436795069933
110.65612596103914,-37.57081281283378
112.20454811789284,-37.39007794014575
113.77463749971949,-37.208445117413646
115.36669729814936,-37.027651337892515
116.98103494740324,-36.849717808964144
118.61796218365956,-36.67194903533283
120.27779510525198,-36.49458171086352
121.96085423370957,-36.31933955122697
123.66746457565095,-36.145006615546755
125.39795568554466,-35.97113353800189
127.15266172934759,-35.798769653102006
128.93192154903406,-35.627683595042875
130.73607872802782,-35.45708643181544
132.5654816575495,-35.287816713961156
134.42048360389273,-35.1198288122929
136.30144277664147,-34.95235768068579
138.20872239784188,-34.78628740062307
140.14269077214234,-34.62122088793435
142.10372135791474,-34.456908041947756
144.092192839371,-34.293912993180975
146.10848919968882,-34.131747609457044
148.1529997951607,-33.97056483202218
150.22611943038032,-33.81050211638593
152.32824843448128,-33.651278526947145
154.45979273844245,-33.49311163897115
156.62116395347525,-33.33592049984667
158.81277945050755,-33.179620926631294
161.0350624407802,-33.02437837593928
163.28844205757073,-32.86999266838757
165.57335343906158,-32.71661800435754
167.89023781236665,-32.56414669922712
170.23954257873478,-32.41261285806646
172.62172139994493,-32.26201744798405
175.03723428591033,-32.11231680144632
177.48654768350855,-31.963556225644485
179.97013456665476,-31.815675228063206
182.48847452763502,-31.66871819463723
185.0420538697178,-31.52263542485823
187.63136570106153,-31.377457182441486
190.25691002993617,-31.23314847739631
192.9191938612768,-31.089726673464966
195.61873129458917,-30.947168122576304
198.35604362322425,-30.805481471345182
201.1316594350427,-30.664650050744992
203.94611471448766,-30.52467813053985
206.79995294608563,-30.385552172334176
209.69372521939619,-30.247274920933936
212.6279903354298,-30.109834700144596
215.603314914555,-29.973232572303473
218.62027350591524,-29.837459833515055
221.67944869837734,-29.702514824304217
224.78143123303187,-29.568392169694594
227.92682011726822,-29.43508798344272
231.1162227404456,-29.30259922892399
234.3502549911828,-29.17092114335902
237.6295413762892,-29.040051446611773
240.95471514136,-28.909986222105804
244.326418393059,-28.780722600187044
247.7453022231121,-28.652258022406325
251.21202683403646,-28.52458949518076
254.72726166662855,-28.397714851467647
258.2916855292364,-28.271631863112535
261.9059867288408,-28.146338389025455
265.57086320397013,-28.021832744984334
269.28702265947624,-27.898113323313556
273.05518270319493,-27.77517868990684
276.8760709845199,-27.653027728064817
280.75042533491506,-27.531659504657217
284.6789939103931,-27.411073261408173
288.6625353359882,-27.29126847706918
292.7018188522499,-27.172244842053868
296.79762446378714,-27.05400222837936
300.9507430898908,-26.936540700221684
305.161976717264,-26.819860526060133
309.4321385548892,-26.703962178903797
313.7620531910631,-26.588846331559875
318.1525567526283,-26.474513851195542
322.60449706643317,-26.360965795954773
327.1187338230514,-26.248203413881097
331.69613874279236,-26.13622813834918
336.33759574403416,-26.025041577255628
341.0440011139124,-25.914645506151526
345.81626368139774,-25.80504186774669
350.65530499279475,-25.69623276713164
355.56205948969716,-25.588220460921683
360.53747468943243,-25.481007349855624
365.58251136803216,-25.374595977549593
370.69814374576225,-25.268989029669257
375.8853596752497,-25.16418932954972
381.14516083224123,-25.060199827434097
386.4785629090318,-24.957023585248884
391.88659581059943,-24.85466376656582
397.37030385348487,-24.753123633750366
402.93074596745384,-24.652406542067872
408.5689958999814,-24.552515926537644
414.2861424235976,-24.45345528922802
420.0832895461347,-24.35522819225278
425.96155672391603,-24.257838254029416
431.9220790779285,-24.16128914536418
437.96600761301977,-24.065584580849986
444.09450944016237,-23.970728303190217
450.3087680018287,-23.876724069249757
456.60998330051916,-23.783575646147654
462.9993721304882,-23.69128680788225
469.47816831271325,-23.599861320829255
476.047622933151,-23.509302922725315
482.70900458432817,-23.419615310314278
489.4635996103127,-23.33080213964533
496.312712355113,-23.242867025559132
503.2576654145521,-23.15581353090938
510.29979989166833,-23.069645148510237
517.4404756556875,-22.984365283418065
524.6810716046209,-22.899977243713412
532.0229859315366,-22.81648423933343
539.4676363945565,-22.733889378339946
547.0164605906333,-22.652195655001798
554.6709162331564,-22.571405934740895
562.4324814334432,-22.491522943604398
570.3026549861697,-22.412549264136942
578.2829566587944,-22.334487332788846
586.3749274850334,-22.25733943317316
594.5801300624395,-22.18110768315277
602.900148854149,-22.105794018429297
611.3365904948481,-22.031400179234456
619.8910841010213,-21.95792770889375
628.5652815855419,-21.885377960721637
637.3608579766649,-21.813752100192215
646.2795117414805,-21.74305109894799
655.3229651138986,-21.673275720546826
664.4929644272189,-21.604426502423216
673.7912804513562,-21.53650374611841
683.2197087347848,-21.4695075199579
692.7800699512668,-21.40343766470617
702.4742102514331,-21.338293789925505
712.3040016192837,-21.274075265953645
722.2713422336766,-21.210781223780995
732.378156834875,-21.14841055992451
742.6263970962235,-21.08696193774901
753.018042001026,-21.026433785654707
763.5550982246958,-20.96682429368559
774.2396005222549,-20.90813140767399
785.0736121212541,-20.850352824967995
796.059225120192,-20.793485995410638
807.1985608925096,-20.73752812523853
818.4937704962367,-20.682476181156257
829.947035089372,-20.628326896624348
841.5605663510743,-20.575076779486672
853.3366069087489,-20.52272211972632
865.2774307711084,-20.471258993151796
877.3853437672958,-20.42068325595211
889.6626839921498,-20.370990540157436
902.1118222577021,-20.322176261600156
914.7351625509932,-20.274235632976346
927.5351424982924,-20.227163671256715
940.5142338358156,-20.18095520240961
953.6749428870289,-20.135604867588466
967.0198110466314,-20.091107125090804
980.551415271311,-20.04745625057976
994.2723685773658,-20.004646349586686
1008.1853205452907,-19.962671379247737
1022.2929578314235,-19.9215251649283
1036.5980046867508,-19.881201404680585
1051.1032234829738,-19.841693659172865
1065.811415245935,-19.802995342487524
1080.72542019651,-19.76509973654226
1095.8481182990668,-19.72800001916926
1111.1824298176007,-19.691689279756996
1126.7313158796508,-19.656160520536123
1142.4977790481087,-19.621406657122698
1158.4848639010258,-19.587420526627312
1174.6956576195369,-19.55419490013276
1191.1332905840086,-19.521722497372224
1207.8009369785307,-19.489995999465005
1224.7018154038667,-19.45900805291822
1241.8391894989797,-19.428751272358756
1259.2163685712571,-19.399218248913872
1276.8367082355524,-19.370401559560104
1294.7036110621718,-19.34229377638018
1312.8205272339255,-19.31488747901142
1331.1909552123734,-19.288175266121183
1349.8184424133956,-19.26214976161392
1368.706585892217,-19.236803619915488
1387.8590330380105,-19.21212953847888
1407.2794822782287,-19.188120268973528
1426.9716837927876,-19.164768617198124
1446.9394402382422,-19.142067443976472
1467.1866074820982,-19.12000967476022
1487.7170953473985,-19.098588314327365
1508.534868367728,-19.077796459586207
1529.6439465527837,-19.057627305796146
1551.048406164657,-19.03807414786981
1572.7523805049802,-19.019130382143434
1594.7600607130848,-19.000789514722985
1617.0756965753317,-18.983045174890112
1639.7035973457641,-18.96589112401965
1662.6481325782445,-18.949321257451466
1685.9137329702373,-18.93332960845223
1709.5048912183956,-18.917910356111303
1733.4261628861234,-18.903057831873134
1757.6821672832748,-18.888766520233126
1782.2775883581667,-18.875031060209903
1807.2171756020687,-18.8618462534876
1832.5057449663534,-18.849207072769584
1858.1481797924798,-18.837108667977056
1884.149431754988,-18.825546371535605
1910.5145218176917,-18.81451570175045
1937.2485412032504,-18.804012365396584
1964.3566523763068,-18.794032261671127
1991.8440900403848,-18.784571487092386
2019.7161621487332,-18.775626341867714
2047.9782509293193,-18.767193333779428
2076.635813924159,-18.759269176269783
2105.6943850431967,-18.751850783150044
2135.1595756329275,-18.744935268702125
