thd_xvalues,thd_yvalues
3077.9220779220777,3.6081844102710644e-05
3097.402597402597,3.137685633980075e-05
3116.8831168831166,2.564925832458948e-05
3136.363636363636,3.279042666269247e-05
3155.8441558441555,3.568626329693377e-05
3175.3246753246754,2.9239644808061406e-05
3194.805194805195,2.4122673104468014e-05
3214.285714285714,2.8578843734284733e-05
3233.7662337662337,2.864017408144972e-05
3253.246753246753,2.494502285506652e-05
3272.7272727272725,2.3979803689224792e-05
3292.207792207792,2.4828504161320365e-05
3311.6883116883114,3.0028738711063e-05
3331.168831168831,2.6045035272687442e-05
3350.6493506493503,2.2850704359342095e-05
3370.12987012987,2.7260872344728273e-05
3389.6103896103896,3.698570613062938e-05
3409.090909090909,3.716798246998314e-05
3428.5714285714284,1.8413166508878166e-05
3448.051948051948,2.3478046899954177e-05
3467.5324675324673,2.8378134445826574e-05
3487.0129870129867,2.9917165223261642e-05
3506.493506493506,3.1886723777417725e-05
3525.9740259740256,2.2942186624280694e-05
3545.454545454545,3.1076864009944806e-05
3564.935064935065,3.420144546545675e-05
3584.4155844155844,2.841865929854766e-05
3603.896103896104,2.4394711982957184e-05
3623.3766233766232,2.8601585075749855e-05
3642.8571428571427,3.901409631711838e-05
3662.337662337662,3.755060716503032e-05
3681.8181818181815,2.9065161711482205e-05
3701.298701298701,2.9316872173708704e-05
3720.7792207792204,3.8138727671933885e-05
3740.2597402597403,3.238495918315727e-05
3759.7402597402597,2.364278503367319e-05
3779.220779220779,2.634328674409563e-05
3798.7012987012986,2.3554741308344017e-05
3818.181818181818,2.2857246371308603e-05
3837.6623376623374,2.1863546401601906e-05
3857.142857142857,2.443741380621005e-05
3876.6233766233763,3.3471044953525506e-05
3896.1038961038957,4.255819947923584e-05
3915.584415584415,4.36584742286504e-05
3935.064935064935,3.551947694291934e-05
3954.5454545454545,3.352661187245157e-05
3974.025974025974,3.7583882413645065e-05
3993.5064935064934,3.37246640005124e-05
4012.987012987013,2.4115216785922915e-05
4032.4675324675322,2.604786034955288e-05
4051.9480519480517,2.6679893084459525e-05
4071.428571428571,2.7199032474338978e-05
4090.9090909090905,3.0383391720663766e-05
4110.38961038961,2.0102497210288643e-05
4129.87012987013,1.077573598204741e-05
4149.350649350649,1.167208756035364e-05
4168.831168831169,1.8280821344414764e-05
4188.311688311688,3.325596202205756e-05
4207.792207792208,4.135598069464754e-05
4227.272727272727,4.297578041730986e-05
4246.7532467532465,4.457661830263253e-05
4266.233766233766,3.772717854553726e-05
4285.714285714285,2.9313489795101526e-05
4305.194805194805,3.641658675630741e-05
4324.675324675324,3.139024453975519e-05
4344.155844155844,1.840136778351647e-05
4363.636363636363,2.24012834140185e-05
4383.1168831168825,2.2825991747345857e-05
4402.597402597402,2.4767665229209163e-05
4422.077922077922,2.4914275177871967e-05
4441.558441558442,1.8071259916754627e-05
4461.038961038961,1.591573030033005e-05
4480.519480519481,2.4034038958729767e-05
4500.0,2.8742348439626402e-05
4519.480519480519,2.973464088337304e-05
4538.961038961039,3.285694527303696e-05
4558.441558441558,3.13644149403129e-05
4577.922077922078,2.5180533993236713e-05
4597.402597402597,2.3186162180322497e-05
4616.883116883117,2.209218709752236e-05
4636.363636363636,1.7344220633645633e-05
4655.8441558441555,2.207550626768705e-05
4675.324675324675,3.0086280046176857e-05
4694.805194805194,2.8462266460388066e-05
4714.285714285714,2.561342262476403e-05
4733.766233766233,3.318178763975136e-05
4753.246753246753,3.685736573062943e-05
4772.727272727272,2.605219014555435e-05
4792.2077922077915,1.5854342978558766e-05
4811.688311688312,1.9809066001993763e-05
4831.168831168831,2.4879502688751018e-05
4850.649350649351,3.109725924760503e-05
4870.12987012987,3.0175214890813126e-05
4889.61038961039,2.2018786394052438e-05
4909.090909090909,1.769005063464995e-05
4928.571428571428,1.9417032827163246e-05
4948.051948051948,1.7458899435786075e-05
4967.532467532467,1.3087968008668694e-05
4987.012987012987,2.328400009006833e-05
5006.493506493506,2.443771898369793e-05
5025.974025974026,1.3022485032622087e-05
5045.454545454545,2.3537662177344555e-05
5064.9350649350645,2.8057853381316102e-05
5084.415584415584,1.556818340857392e-05
5103.896103896103,1.1594664250328215e-05
5123.376623376623,1.6397890957857248e-05
5142.857142857142,1.5002178706803685e-05
5162.337662337662,2.3081994667127524e-05
5181.818181818182,2.9425997374741763e-05
5201.298701298701,2.831815595709294e-05
5220.779220779221,3.467944590290799e-05
5240.25974025974,3.3562609521699804e-05
5259.74025974026,1.6427061034536458e-05
5279.220779220779,1.871309796451531e-05
5298.701298701299,2.32437075190096e-05
5318.181818181818,1.1638493133926835e-05
5337.662337662337,1.9253425149771006e-05
5357.142857142857,2.754109734395581e-05
5376.623376623376,2.2158715735745696e-05
5396.103896103896,1.6146075697815293e-05
5415.584415584415,1.4421191973898276e-05
5435.064935064935,1.196310279998294e-05
5454.545454545454,2.3928266256122465e-05
5474.0259740259735,3.313548312726105e-05
5493.506493506493,3.0588385723067404e-05
5512.987012987012,2.124822044601049e-05
5532.467532467532,1.4645483060073078e-05
5551.948051948051,1.7028386091623774e-05
5571.428571428572,1.461925954808277e-05
5590.909090909091,2.0354784119948973e-05
5610.38961038961,3.279777477908996e-05
5629.87012987013,2.768361862298178e-05
5649.350649350649,1.279810529256066e-05
5668.831168831169,1.884149557464031e-05
5688.311688311688,2.0193110810796108e-05
5707.792207792208,2.659940516030246e-05
5727.272727272727,3.4560001646729426e-05
5746.7532467532465,2.723776463114052e-05
5766.233766233766,1.681402012653824e-05
5785.714285714285,1.8730739464369286e-05
5805.194805194805,2.0130825280692166e-05
5824.675324675324,1.4363689478593367e-05
5844.155844155844,1.0065286935848021e-05
5863.636363636363,1.5973986842285255e-05
5883.1168831168825,2.0290617446094403e-05
5902.597402597402,2.216072797283098e-05
5922.077922077921,1.720993098073109e-05
5941.558441558441,1.325342574233877e-05
5961.038961038961,1.766088812200202e-05
5980.519480519481,1.620120995596507e-05
6000.0,1.217442782955316e-05
6019.480519480519,1.9314304304561935e-05
6038.961038961039,1.681421960038875e-05
6058.441558441558,1.3115226212700944e-05
6077.922077922078,3.1324353966755944e-05
6097.402597402597,3.603109771818319e-05
6116.883116883117,2.4882443377230492e-05
6136.363636363636,2.0888742705501643e-05
6155.8441558441555,2.30442755326254e-05
6175.324675324675,2.251085194039785e-05
6194.805194805194,1.59101165542732e-05
6214.285714285714,1.340025030099419e-05
6233.766233766233,1.9983070781774036e-05
6253.246753246753,1.7246412291155145e-05
6272.727272727272,1.2032119940098456e-05
6292.2077922077915,1.7105175618426556e-05
6311.688311688311,1.651314997259077e-05
6331.168831168831,1.6722068530743285e-05
6350.649350649351,2.329805704094828e-05
6370.12987012987,1.6880745075081325e-05
6389.61038961039,9.839228579783379e-06
6409.090909090909,1.2937688699659894e-05
6428.571428571428,1.68024455113701e-05
6448.051948051948,2.6909410974701027e-05
6467.532467532467,2.3442316112806175e-05
6487.012987012987,1.9957399336959742e-05
6506.493506493506,1.6159300393635092e-05
6525.974025974026,2.0355724665635215e-05
6545.454545454545,3.1634052402282724e-05
6564.9350649350645,1.7456852342312554e-05
6584.415584415584,1.2451873192574722e-05
6603.896103896103,2.2536191715749876e-05
6623.376623376623,1.078472215884913e-05
6642.857142857142,1.0717490875886525e-05
6662.337662337662,1.6395336612302046e-05
6681.818181818181,2.3732453176390076e-05
6701.2987012987005,2.367332653950916e-05
6720.779220779221,1.8781401553232196e-05
6740.25974025974,1.8926666309798197e-05
6759.74025974026,1.4521759493953584e-05
6779.220779220779,8.109998634025743e-06
6798.701298701299,1.2794975784598815e-05
6818.181818181818,1.2007893921646241e-05
6837.662337662337,1.7276264764765574e-05
6857.142857142857,3.1598188010238134e-05
6876.623376623376,3.0283385654015295e-05
6896.103896103896,2.4616766433583858e-05
6915.584415584415,2.061164584649606e-05
6935.064935064935,9.781220879462178e-06
6954.545454545454,1.2037740402520857e-05
6974.0259740259735,1.105655425321609e-05
6993.506493506493,1.7059689514052907e-05
7012.987012987012,2.2304829708938885e-05
7032.467532467532,1.3074479210199699e-05
7051.948051948051,5.610545659128756e-06
7071.428571428571,9.665549417909492e-06
7090.90909090909,1.5816838274377697e-05
7110.38961038961,2.2684595089263835e-05
7129.87012987013,1.4747125099749373e-05
7149.350649350649,1.3790232285139579e-05
7168.831168831169,2.0761619480386127e-05
7188.311688311688,1.1618003825988898e-05
7207.792207792208,1.2914329152708074e-05
7227.272727272727,2.3294773430194673e-05
7246.7532467532465,3.802573312781499e-05
7266.233766233766,4.019975508613516e-05
7285.714285714285,2.36883743192959e-05
7305.194805194805,7.960362951279674e-06
7324.675324675324,1.1281360917206714e-05
7344.155844155844,1.9101782814417183e-05
7363.636363636363,1.70555497683515e-05
7383.1168831168825,1.188463751402861e-05
7402.597402597402,9.614034423549623e-06
7422.077922077921,1.0927197678255459e-05
7441.558441558441,2.0902145891493043e-05
7461.03896103896,2.27149153854421e-05
7480.519480519481,1.114935757767994e-05
7500.0,1.3744810482663248e-05
7519.480519480519,2.3035259308358364e-05
7538.961038961039,1.7772553250663746e-05
7558.441558441558,2.165873378835768e-05
7577.922077922078,2.8809391587757203e-05
7597.402597402597,2.253450397423646e-05
7616.883116883117,1.3797353031995503e-05
7636.363636363636,2.3416197534295166e-05
7655.8441558441555,2.0410988341072157e-05
7675.324675324675,1.5269991464723684e-05
7694.805194805194,2.5256098019536305e-05
7714.285714285714,2.244351648897025e-05
7733.766233766233,1.8182147575830994e-05
7753.246753246753,9.84688980265908e-06
7772.727272727272,2.314888468937275e-05
7792.2077922077915,2.9467390343362936e-05
7811.688311688311,1.6483925066064004e-05
7831.16883116883,2.595025838224103e-05
7850.64935064935,3.546687149732621e-05
7870.12987012987,2.7293752427888276e-05
7889.61038961039,1.652539695245804e-05
7909.090909090909,2.4102489263099887e-05
7928.571428571428,2.800977232276709e-05
7948.051948051948,2.9022106384628403e-05
7967.532467532467,2.960712180735168e-05
7987.012987012987,2.2494400139307575e-05
8006.493506493506,2.2905083438259508e-05
8025.974025974026,2.98632351638631e-05
8045.454545454545,2.8621954244418074e-05
8064.9350649350645,1.4256580873150673e-05
8084.415584415584,6.002357451810655e-06
8103.896103896103,1.4208206973255612e-05
8123.376623376623,8.545439905528051e-06
8142.857142857142,1.2752891323693957e-05
8162.337662337662,1.90199859979223e-05
8181.818181818181,1.8445986786177853e-05
8201.298701298701,1.5437461129382618e-05
8220.77922077922,1.0501063429430211e-05
8240.25974025974,8.350754636280632e-06
8259.74025974026,1.7300132235086772e-05
8279.22077922078,2.208989774047881e-05
8298.701298701299,1.5619721369639127e-05
8318.181818181818,9.756505119233752e-06
8337.662337662337,1.0527199357403454e-05
8357.142857142857,3.949439138254239e-06
8376.623376623376,1.2960130826840107e-05
8396.103896103896,1.570804778506941e-05
8415.584415584415,1.581452717189235e-05
8435.064935064935,2.1446029530018876e-05
8454.545454545454,1.3614356533251312e-05
8474.025974025973,9.532301184584442e-06
8493.506493506493,2.070971855345765e-05
8512.987012987012,1.5700334586363954e-05
8532.467532467532,4.797003399967799e-06
8551.948051948051,8.851294595367203e-06
8571.42857142857,4.444579927143976e-06
8590.90909090909,1.902595420042839e-05
8610.38961038961,2.7903863889148107e-05
8629.870129870129,1.8318696682977546e-05
8649.350649350648,1.026958990042461e-05
8668.831168831168,1.1394785788704643e-05
8688.311688311687,7.1557481653188106e-06
8707.792207792207,1.00944742910992e-05
8727.272727272726,1.331031154170564e-05
8746.753246753246,1.9150935248771045e-05
8766.233766233765,1.725906340396001e-05
8785.714285714284,1.1650606803438653e-05
8805.194805194804,7.568229114953296e-06
8824.675324675325,5.7121589896518794e-06
8844.155844155845,1.700339510713567e-05
8863.636363636364,1.5651935133122325e-05
8883.116883116883,3.7260763379806742e-06
8902.597402597403,9.51027005571848e-06
8922.077922077922,1.532710957070118e-05
8941.558441558442,1.8503393446168232e-05
8961.038961038961,1.948422163315224e-05
8980.51948051948,1.0897491007234038e-05
9000.0,5.394652226681803e-06
9019.48051948052,1.3204130211420154e-05
9038.961038961039,5.9859682821697165e-06
9058.441558441558,1.0465968911139e-05
9077.922077922078,1.613555656451613e-05
9097.402597402597,1.097895993621424e-05
9116.883116883117,8.665304606524956e-06
9136.363636363636,1.3428038587419802e-05
9155.844155844155,1.9814823598830032e-05
9175.324675324675,2.0490449691989065e-05
9194.805194805194,1.2144797105808392e-05
9214.285714285714,6.14534521277032e-06
9233.766233766233,1.7733500049766122e-05
9253.246753246753,1.7084139063815172e-05
9272.727272727272,6.820817489215945e-06
9292.207792207791,1.7076453817003173e-05
9311.688311688311,1.8373946800654322e-05
9331.16883116883,6.811311052190673e-06
9350.64935064935,5.808929899787521e-06
9370.12987012987,6.7364742631834234e-06
9389.610389610389,9.873999007871382e-06
9409.090909090908,1.682130479724453e-05
9428.571428571428,1.9391195309648206e-05
9448.051948051947,1.6718194935644034e-05
9467.532467532466,8.724491350136295e-06
9487.012987012986,2.5987751978649004e-06
9506.493506493505,1.0256514435452419e-05
9525.974025974025,1.624022285415126e-05
9545.454545454544,2.2759513997368766e-05
9564.935064935064,2.309517314994902e-05
9584.415584415583,1.4289878003086388e-05
9603.896103896104,1.2534379831268205e-05
9623.376623376624,1.7182534647526446e-05
9642.857142857143,1.3338794222893456e-05
9662.337662337663,7.3024254556641495e-06
9681.818181818182,3.218839139224457e-06
9701.298701298701,3.1201843593147675e-06
9720.77922077922,7.990735363717183e-06
9740.25974025974,1.0129867919142437e-05
9759.74025974026,8.135570247114429e-06
9779.22077922078,6.137001499758519e-06
9798.701298701299,1.5413367520139108e-05
9818.181818181818,1.5151458959227962e-05
9837.662337662337,3.6973251742299726e-06
9857.142857142857,8.629903737793095e-06
9876.623376623376,1.172189261689794e-05
9896.103896103896,1.1529659381697739e-05
9915.584415584415,1.2367269514237186e-05
9935.064935064935,1.2151392995098916e-05
9954.545454545454,9.068555277795663e-06
9974.025974025973,8.603996805023422e-06
9993.506493506493,1.684842062693902e-05
10012.987012987012,1.8665204496731047e-05
10032.467532467532,8.46391270484809e-06
10051.948051948051,1.080196721414602e-05
10071.42857142857,2.24877465398251e-05
10090.90909090909,2.369223796203518e-05
10110.38961038961,1.879100442312906e-05
10129.870129870129,1.3373205807705283e-05
10149.350649350648,9.184770429182123e-06
10168.831168831168,2.809692964893116e-06
10188.311688311687,1.0648579639031192e-05
10207.792207792207,1.7065790867313956e-05
10227.272727272726,1.2171388926029817e-05
10246.753246753246,5.173507895805574e-06
10266.233766233765,3.4960572287303378e-06
10285.714285714284,1.2420425827296037e-05
10305.194805194804,2.2844696456315152e-05
10324.675324675323,2.1602107186074023e-05
10344.155844155843,1.0642891588132212e-05
10363.636363636364,4.120976189545974e-06
10383.116883116883,7.766099404483209e-06
10402.597402597403,1.1928289621209754e-05
10422.077922077922,1.308533280489094e-05
10441.558441558442,1.2812341108196926e-05
10461.038961038961,1.1267463099177457e-05
10480.51948051948,1.1461668000123643e-05
10500.0,9.336304721783796e-06
10519.48051948052,5.296383656340241e-06
10538.961038961039,1.8847484671216665e-05
10558.441558441558,1.669551792375187e-05
10577.922077922078,5.167219104130241e-06
10597.402597402597,1.5969072654147102e-05
10616.883116883117,1.4364249405563569e-05
10636.363636363636,6.9049076920642035e-06
10655.844155844155,7.699930815243287e-06
10675.324675324675,4.51617576061585e-06
10694.805194805194,5.814336681117245e-06
10714.285714285714,1.2743319745229801e-05
10733.766233766233,1.3122038173081252e-05
10753.246753246753,6.127803853324726e-06
10772.727272727272,9.337815175934286e-06
10792.207792207791,1.1139786357530221e-05
10811.688311688311,5.715104677563165e-06
10831.16883116883,4.555991522251886e-06
10850.64935064935,1.2135454596758708e-05
10870.12987012987,1.4449713291357906e-05
10889.610389610389,1.0501126485286788e-05
10909.090909090908,6.9716295465544226e-06
10928.571428571428,7.099103615183131e-06
10948.051948051947,9.24677219269942e-06
10967.532467532466,1.0755497583334581e-05
10987.012987012986,2.2309411233159206e-05
11006.493506493505,2.8447366056575077e-05
11025.974025974025,1.6094794720107043e-05
11045.454545454544,1.2057628071072188e-05
11064.935064935064,3.068397067584221e-05
11084.415584415583,3.341453368148515e-05
11103.896103896102,2.1492596688737167e-05
11123.376623376622,6.382523543890039e-06
11142.857142857143,9.041008753362454e-06
11162.337662337663,1.0753219541712806e-05
11181.818181818182,2.0155837005075366e-05
11201.298701298701,2.81040290907867e-05
11220.77922077922,1.9640080858836796e-05
11240.25974025974,1.8492880420567812e-05
11259.74025974026,2.0702495845903893e-05
11279.22077922078,7.037732811941728e-06
11298.701298701299,1.1487499729365555e-05
11318.181818181818,1.1135301354756737e-05
11337.662337662337,2.7905720794439093e-06
11357.142857142857,6.331883497464752e-06
11376.623376623376,7.838249900628523e-06
11396.103896103896,6.347005274202598e-06
11415.584415584415,7.30681123367315e-06
11435.064935064935,7.975556064548114e-06
11454.545454545454,5.248264834287852e-06
11474.025974025973,1.632585068021349e-05
11493.506493506493,2.4600064487666053e-05
11512.987012987012,2.6352208984333092e-05
11532.467532467532,1.829746898786984e-05
11551.948051948051,1.559581302301623e-05
11571.42857142857,1.4812960510725611e-05
11590.90909090909,1.0964693092154496e-05
11610.38961038961,2.0973293878090503e-05
11629.870129870129,1.8347169746219314e-05
11649.350649350648,1.4954901474558827e-05
11668.831168831168,1.2413056847598792e-05
11688.311688311687,8.310731231908437e-06
11707.792207792207,3.20692072995947e-05
11727.272727272726,4.069131922290424e-05
11746.753246753246,2.5581673460333542e-05
11766.233766233765,6.781096354172207e-06
11785.714285714284,2.1478658193694934e-05
11805.194805194804,2.2778621205727718e-05
11824.675324675323,1.394451411404575e-05
11844.155844155843,9.193590601016665e-06
11863.636363636362,9.179228028831978e-06
11883.116883116882,7.275457963992547e-06
11902.597402597403,2.6155685917195957e-06
11922.077922077922,5.957807929312953e-07
11941.558441558442,4.2301744069573763e-07
11961.038961038961,7.120965655396499e-07
11980.51948051948,5.239158830048881e-07
